,Perpetrator Sex,State,Relationship,Relationship Total
2010,Male,Pennsylvania,In-Law,86
2011,Male,Pennsylvania,Common-Law Wife,61
2012,Male,Pennsylvania,Sister,49
2013,Male,Pennsylvania,Ex-Wife,40
2014,Male,Pennsylvania,Stepson,34
2015,Male,Pennsylvania,Stepfather,26
2016,Male,Pennsylvania,Stepdaughter,25
2017,Male,Pennsylvania,Boyfriend/Girlfriend,24
2018,Male,Pennsylvania,Employee,17
2019,Male,Pennsylvania,Boyfriend,9
2020,Male,Pennsylvania,Employer,6
2021,Male,Pennsylvania,Husband,4
2022,Male,Pennsylvania,Stepmother,4
2023,Male,Pennsylvania,Common-Law Husband,3
2024,Male,Pennsylvania,Ex-Husband,1
2025,Male,Rhodes Island,Acquaintance,285
2026,Male,Rhodes Island,Stranger,132
2027,Male,Rhodes Island,Unknown,118
2028,Male,Rhodes Island,Girlfriend,52
2029,Male,Rhodes Island,Wife,42
2030,Male,Rhodes Island,Friend,28
2031,Male,Rhodes Island,Mother,16
2032,Male,Rhodes Island,Neighbor,14
2033,Male,Rhodes Island,Son,13
2034,Male,Rhodes Island,Daughter,10
2035,Male,Rhodes Island,Family,9
2036,Male,Rhodes Island,Father,8
2037,Male,Rhodes Island,Brother,6
2038,Male,Rhodes Island,In-Law,3
2039,Male,Rhodes Island,Common-Law Wife,2
2040,Male,Rhodes Island,Ex-Wife,2
2041,Male,Rhodes Island,Stepdaughter,2
2042,Male,Rhodes Island,Boyfriend,1
2043,Male,Rhodes Island,Stepfather,1
2044,Male,South Carolina,Acquaintance,3563
2045,Male,South Carolina,Stranger,1723
2046,Male,South Carolina,Unknown,1059
2047,Male,South Carolina,Wife,646
2048,Male,South Carolina,Girlfriend,554
2049,Male,South Carolina,Friend,362
2050,Male,South Carolina,Family,302
2051,Male,South Carolina,Brother,165
2052,Male,South Carolina,Common-Law Wife,120
2053,Male,South Carolina,In-Law,115
2054,Male,South Carolina,Son,111
2055,Male,South Carolina,Father,105
2056,Male,South Carolina,Neighbor,82
2057,Male,South Carolina,Mother,72
2058,Male,South Carolina,Stepfather,57
2059,Male,South Carolina,Daughter,55
2060,Male,South Carolina,Boyfriend/Girlfriend,43
2061,Male,South Carolina,Ex-Wife,40
2062,Male,South Carolina,Stepson,35
2063,Male,South Carolina,Sister,18
2064,Male,South Carolina,Stepmother,14
2065,Male,South Carolina,Stepdaughter,12
2066,Male,South Carolina,Employer,7
2067,Male,South Carolina,Employee,1
2068,Male,South Carolina,Ex-Husband,1
2069,Male,South Dakota,Acquaintance,120
2070,Male,South Dakota,Stranger,50
2071,Male,South Dakota,Unknown,41
2072,Male,South Dakota,Wife,37
2073,Male,South Dakota,Son,22
2074,Male,South Dakota,Girlfriend,19
2075,Male,South Dakota,Friend,17
2076,Male,South Dakota,Family,11
2077,Male,South Dakota,Neighbor,10
2078,Male,South Dakota,Daughter,7
2079,Male,South Dakota,Father,7
2080,Male,South Dakota,Mother,4
2081,Male,South Dakota,Brother,3
2082,Male,South Dakota,Stepson,3
2083,Male,South Dakota,Common-Law Wife,2
2084,Male,South Dakota,Ex-Wife,2
2085,Male,South Dakota,Stepfather,2
2086,Male,South Dakota,Boyfriend/Girlfriend,1
2087,Male,South Dakota,Sister,1
2088,Male,South Dakota,Stepmother,1
2089,Male,Tennessee,Acquaintance,4446
2090,Male,Tennessee,Stranger,2054
2091,Male,Tennessee,Unknown,1747
2092,Male,Tennessee,Wife,587
2093,Male,Tennessee,Girlfriend,494
2094,Male,Tennessee,Friend,385
2095,Male,Tennessee,Family,230
2096,Male,Tennessee,Brother,197
2097,Male,Tennessee,Neighbor,161
2098,Male,Tennessee,Son,128
2099,Male,Tennessee,Father,121
2100,Male,Tennessee,In-Law,106
2101,Male,Tennessee,Mother,80
2102,Male,Tennessee,Daughter,77
2103,Male,Tennessee,Ex-Wife,59
2104,Male,Tennessee,Stepfather,41
2105,Male,Tennessee,Sister,36
2106,Male,Tennessee,Stepson,36
2107,Male,Tennessee,Common-Law Wife,25
2108,Male,Tennessee,Boyfriend/Girlfriend,20
2109,Male,Tennessee,Stepdaughter,17
2110,Male,Tennessee,Employer,10
2111,Male,Tennessee,Employee,7
2112,Male,Tennessee,Stepmother,5
2113,Male,Tennessee,Boyfriend,3
2114,Male,Tennessee,Ex-Husband,2
2115,Male,Tennessee,Husband,1
2116,Male,Texas,Acquaintance,13906
2117,Male,Texas,Stranger,10280
2118,Male,Texas,Unknown,6505
2119,Male,Texas,Wife,2497
2120,Male,Texas,Friend,1756
2121,Male,Texas,Girlfriend,1167
2122,Male,Texas,Family,950
2123,Male,Texas,Neighbor,674
2124,Male,Texas,In-Law,643
2125,Male,Texas,Common-Law Wife,546
2126,Male,Texas,Son,545
2127,Male,Texas,Brother,540
2128,Male,Texas,Daughter,397
2129,Male,Texas,Father,392
2130,Male,Texas,Mother,286
2131,Male,Texas,Ex-Wife,260
2132,Male,Texas,Stepson,232
2133,Male,Texas,Stepfather,151
2134,Male,Texas,Stepdaughter,117
2135,Male,Texas,Boyfriend/Girlfriend,81
2136,Male,Texas,Sister,79
2137,Male,Texas,Employer,45
2138,Male,Texas,Husband,43
2139,Male,Texas,Employee,39
2140,Male,Texas,Boyfriend,30
2141,Male,Texas,Stepmother,17
2142,Male,Texas,Common-Law Husband,10
2143,Male,Texas,Ex-Husband,10
2144,Male,Utah,Acquaintance,396
2145,Male,Utah,Unknown,316
2146,Male,Utah,Stranger,258
2147,Male,Utah,Wife,157
2148,Male,Utah,Girlfriend,89
2149,Male,Utah,Friend,53
2150,Male,Utah,Son,52
2151,Male,Utah,Daughter,35
2152,Male,Utah,Brother,27
2153,Male,Utah,Family,24
2154,Male,Utah,Ex-Wife,20
2155,Male,Utah,Neighbor,19
2156,Male,Utah,Mother,15
2157,Male,Utah,Father,12
2158,Male,Utah,Stepson,12
2159,Male,Utah,Common-Law Wife,11
2160,Male,Utah,In-Law,11
2161,Male,Utah,Stepdaughter,9
2162,Male,Utah,Sister,6
2163,Male,Utah,Employee,5
2164,Male,Utah,Stepfather,4
2165,Male,Utah,Boyfriend/Girlfriend,3
2166,Male,Utah,Employer,2
2167,Male,Utah,Ex-Husband,1
2168,Male,Utah,Husband,1
2169,Male,Utah,Stepmother,1
2170,Male,Vermont,Acquaintance,113
2171,Male,Vermont,Stranger,45
2172,Male,Vermont,Wife,41
2173,Male,Vermont,Unknown,33
2174,Male,Vermont,Friend,22
2175,Male,Vermont,Girlfriend,18
2176,Male,Vermont,Neighbor,11
2177,Male,Vermont,Mother,8
2178,Male,Vermont,Son,8
2179,Male,Vermont,Father,7
2180,Male,Vermont,Family,5
2181,Male,Vermont,Daughter,4
2182,Male,Vermont,Stepfather,4
2183,Male,Vermont,Brother,3
2184,Male,Vermont,Stepdaughter,3
2185,Male,Vermont,Boyfriend/Girlfriend,2
2186,Male,Vermont,Common-Law Wife,1
2187,Male,Vermont,Employer,1
2188,Male,Vermont,Ex-Wife,1
2189,Male,Virginia,Acquaintance,3858
2190,Male,Virginia,Unknown,2189
2191,Male,Virginia,Stranger,1598
2192,Male,Virginia,Wife,815
2193,Male,Virginia,Girlfriend,556
2194,Male,Virginia,Friend,342
2195,Male,Virginia,Family,255
2196,Male,Virginia,Brother,162
2197,Male,Virginia,Neighbor,149
2198,Male,Virginia,Son,149
2199,Male,Virginia,Father,127
2200,Male,Virginia,In-Law,103
2201,Male,Virginia,Daughter,102
2202,Male,Virginia,Mother,95
2203,Male,Virginia,Ex-Wife,51
2204,Male,Virginia,Sister,43
2205,Male,Virginia,Stepfather,34
2206,Male,Virginia,Boyfriend/Girlfriend,27
2207,Male,Virginia,Common-Law Wife,25
2208,Male,Virginia,Stepson,23
2209,Male,Virginia,Stepdaughter,22
2210,Male,Virginia,Employer,15
2211,Male,Virginia,Employee,10
2212,Male,Virginia,Stepmother,8
2213,Male,Virginia,Boyfriend,2
2214,Male,Virginia,Husband,1
2215,Male,Washington,Acquaintance,1791
2216,Male,Washington,Stranger,1177
2217,Male,Washington,Unknown,635
2218,Male,Washington,Wife,408
2219,Male,Washington,Friend,328
2220,Male,Washington,Girlfriend,295
2221,Male,Washington,Son,120
2222,Male,Washington,Neighbor,111
2223,Male,Washington,Family,102
2224,Male,Washington,Daughter,83
2225,Male,Washington,Brother,74
2226,Male,Washington,Mother,66
2227,Male,Washington,In-Law,60
2228,Male,Washington,Father,51
2229,Male,Washington,Sister,32
2230,Male,Washington,Ex-Wife,31
2231,Male,Washington,Boyfriend/Girlfriend,23
2232,Male,Washington,Stepfather,21
2233,Male,Washington,Stepson,17
2234,Male,Washington,Employer,15
2235,Male,Washington,Stepdaughter,13
2236,Male,Washington,Common-Law Wife,9
2237,Male,Washington,Employee,7
2238,Male,Washington,Stepmother,5
2239,Male,Washington,Boyfriend,2
2240,Male,Washington,Ex-Husband,1
2241,Male,West Virginia,Acquaintance,869
2242,Male,West Virginia,Stranger,256
2243,Male,West Virginia,Unknown,256
2244,Male,West Virginia,Wife,226
2245,Male,West Virginia,Girlfriend,115
2246,Male,West Virginia,Neighbor,108
2247,Male,West Virginia,Friend,86
2248,Male,West Virginia,Family,79
2249,Male,West Virginia,Brother,64
2250,Male,West Virginia,Father,54
2251,Male,West Virginia,Son,54
2252,Male,West Virginia,In-Law,49
2253,Male,West Virginia,Common-Law Wife,28
2254,Male,West Virginia,Ex-Wife,25
2255,Male,West Virginia,Mother,25
2256,Male,West Virginia,Daughter,20
2257,Male,West Virginia,Stepfather,15
2258,Male,West Virginia,Stepson,14
2259,Male,West Virginia,Sister,12
2260,Male,West Virginia,Stepdaughter,6
2261,Male,West Virginia,Boyfriend/Girlfriend,5
2262,Male,West Virginia,Husband,4
2263,Male,West Virginia,Employee,2
2264,Male,West Virginia,Boyfriend,1
2265,Male,West Virginia,Employer,1
2266,Male,West Virginia,Ex-Husband,1
2267,Male,West Virginia,Stepmother,1
2268,Male,Wisconsin,Unknown,1222
2269,Male,Wisconsin,Acquaintance,1160
2270,Male,Wisconsin,Stranger,952
2271,Male,Wisconsin,Friend,247
2272,Male,Wisconsin,Wife,242
2273,Male,Wisconsin,Girlfriend,208
2274,Male,Wisconsin,Family,86
2275,Male,Wisconsin,Son,80
2276,Male,Wisconsin,Neighbor,72
2277,Male,Wisconsin,Daughter,53
2278,Male,Wisconsin,Father,48
2279,Male,Wisconsin,Brother,43
2280,Male,Wisconsin,Mother,39
2281,Male,Wisconsin,Ex-Wife,34
2282,Male,Wisconsin,In-Law,19
2283,Male,Wisconsin,Sister,15
2284,Male,Wisconsin,Boyfriend/Girlfriend,13
2285,Male,Wisconsin,Stepson,12
2286,Male,Wisconsin,Employer,9
2287,Male,Wisconsin,Stepdaughter,9
2288,Male,Wisconsin,Stepfather,9
2289,Male,Wisconsin,Common-Law Wife,8
2290,Male,Wisconsin,Employee,4
2291,Male,Wisconsin,Boyfriend,3
2292,Male,Wisconsin,Stepmother,1
2293,Male,Wyoming,Acquaintance,165
2294,Male,Wyoming,Stranger,94
2295,Male,Wyoming,Wife,59
2296,Male,Wyoming,Unknown,40
2297,Male,Wyoming,Friend,31
2298,Male,Wyoming,Girlfriend,20
2299,Male,Wyoming,Son,16
2300,Male,Wyoming,Brother,12
2301,Male,Wyoming,Neighbor,12
2302,Male,Wyoming,Family,10
2303,Male,Wyoming,Daughter,8
2304,Male,Wyoming,Father,7
2305,Male,Wyoming,Ex-Wife,6
2306,Male,Wyoming,In-Law,5
2307,Male,Wyoming,Mother,5
2308,Male,Wyoming,Stepson,4
2309,Male,Wyoming,Common-Law Wife,3
2310,Male,Wyoming,Employer,3
2311,Male,Wyoming,Stepfather,3
2312,Male,Wyoming,Husband,1
2313,Male,Wyoming,Sister,1
2314,Male,Wyoming,Stepdaughter,1
2315,Unknown,Alabama,Unknown,2246
2316,Unknown,Alabama,Stranger,100
2317,Unknown,Alabama,Acquaintance,29
2318,Unknown,Alabama,Friend,10
2319,Unknown,Alabama,Husband,3
2320,Unknown,Alabama,Family,2
2321,Unknown,Alabama,Girlfriend,2
2322,Unknown,Alabama,Neighbor,2
2323,Unknown,Alabama,Son,2
2324,Unknown,Alabama,Brother,1
2325,Unknown,Alabama,Employee,1
2326,Unknown,Alabama,Father,1
2327,Unknown,Alabama,Wife,1
2328,Unknown,Alaska,Unknown,291
2329,Unknown,Alaska,Acquaintance,3
2330,Unknown,Alaska,Stranger,2
2331,Unknown,Alaska,Wife,1
2332,Unknown,Arizona,Unknown,3472
2333,Unknown,Arizona,Stranger,121
2334,Unknown,Arizona,Acquaintance,38
2335,Unknown,Arizona,Friend,5
2336,Unknown,Arizona,Neighbor,3
2337,Unknown,Arizona,Family,2
2338,Unknown,Arizona,Daughter,1
2339,Unknown,Arizona,Girlfriend,1
2340,Unknown,Arkansas,Unknown,1056
2341,Unknown,Arkansas,Stranger,37
2342,Unknown,Arkansas,Acquaintance,12
2343,Unknown,California,Unknown,30806
2344,Unknown,California,Stranger,4755
2345,Unknown,California,Acquaintance,456
2346,Unknown,California,Friend,123
2347,Unknown,California,Boyfriend/Girlfriend,83
2348,Unknown,California,Son,31
2349,Unknown,California,Daughter,30
2350,Unknown,California,Family,20
2351,Unknown,California,Girlfriend,14
2352,Unknown,California,Wife,10
2353,Unknown,California,Neighbor,9
2354,Unknown,California,Husband,6
2355,Unknown,California,Mother,6
2356,Unknown,California,Ex-Wife,5
2357,Unknown,California,Father,4
2358,Unknown,California,Boyfriend,3
2359,Unknown,California,Brother,3
2360,Unknown,California,In-Law,2
2361,Unknown,California,Common-Law Husband,1
2362,Unknown,California,Common-Law Wife,1
2363,Unknown,California,Ex-Husband,1
2364,Unknown,Colorado,Unknown,1296
2365,Unknown,Colorado,Stranger,24
2366,Unknown,Colorado,Acquaintance,6
2367,Unknown,Colorado,Son,2
2368,Unknown,Colorado,Daughter,1
2369,Unknown,Connecticut,Unknown,1577
2370,Unknown,Connecticut,Stranger,34
2371,Unknown,Connecticut,Acquaintance,26
2372,Unknown,Delaware,Unknown,231
2373,Unknown,Delaware,Stranger,2
2374,Unknown,District of Columbia,Unknown,4589
2375,Unknown,District of Columbia,Stranger,65
2376,Unknown,District of Columbia,Acquaintance,14
2377,Unknown,District of Columbia,Son,2
2378,Unknown,District of Columbia,Boyfriend/Girlfriend,1
2379,Unknown,District of Columbia,Girlfriend,1
2380,Unknown,District of Columbia,In-Law,1
2381,Unknown,District of Columbia,Stepfather,1
2382,Unknown,Florida,Unknown,10387
2383,Unknown,Florida,Stranger,209
2384,Unknown,Florida,Acquaintance,67
2385,Unknown,Florida,Friend,24
2386,Unknown,Florida,Wife,9
2387,Unknown,Florida,Girlfriend,7
2388,Unknown,Florida,Daughter,4
2389,Unknown,Florida,Husband,4
2390,Unknown,Florida,Son,4
2391,Unknown,Florida,Sister,3
2392,Unknown,Florida,Boyfriend/Girlfriend,2
2393,Unknown,Florida,Family,2
2394,Unknown,Florida,Father,2
2395,Unknown,Florida,Neighbor,2
2396,Unknown,Florida,Common-Law Husband,1
2397,Unknown,Florida,Common-Law Wife,1
2398,Unknown,Florida,Ex-Wife,1
2399,Unknown,Florida,Mother,1
2400,Unknown,Georgia,Unknown,5439
2401,Unknown,Georgia,Stranger,285
2402,Unknown,Georgia,Acquaintance,108
2403,Unknown,Georgia,Friend,4
2404,Unknown,Georgia,Family,2
2405,Unknown,Georgia,Girlfriend,2
2406,Unknown,Georgia,Neighbor,2
2407,Unknown,Georgia,Wife,2
2408,Unknown,Georgia,Brother,1
2409,Unknown,Georgia,Daughter,1
2410,Unknown,Georgia,Sister,1
2411,Unknown,Georgia,Son,1
2412,Unknown,Hawaii,Unknown,288
2413,Unknown,Hawaii,Acquaintance,1
2414,Unknown,Hawaii,Friend,1
2415,Unknown,Idaho,Unknown,103
2416,Unknown,Idaho,Acquaintance,5
2417,Unknown,Idaho,Stranger,2
2418,Unknown,Illinois,Unknown,9934
2419,Unknown,Illinois,Stranger,83
2420,Unknown,Illinois,Acquaintance,6
2421,Unknown,Illinois,Boyfriend/Girlfriend,1
2422,Unknown,Illinois,Family,1
2423,Unknown,Illinois,Friend,1
2424,Unknown,Indiana,Unknown,3433
2425,Unknown,Indiana,Stranger,183
2426,Unknown,Indiana,Acquaintance,68
2427,Unknown,Indiana,Employee,2
2428,Unknown,Indiana,Friend,2
2429,Unknown,Indiana,Son,2
2430,Unknown,Indiana,Girlfriend,1
2431,Unknown,Indiana,Wife,1
2432,Unknown,Iowa,Unknown,216
2433,Unknown,Iowa,Stranger,5
2434,Unknown,Iowa,Acquaintance,3
2435,Unknown,Iowa,Son,1
2436,Unknown,Kansas,Unknown,559
2437,Unknown,Kansas,Stranger,32
2438,Unknown,Kansas,Acquaintance,6
2439,Unknown,Kansas,Friend,1
2440,Unknown,Kentucky,Unknown,1472
2441,Unknown,Kentucky,Stranger,24
2442,Unknown,Kentucky,Acquaintance,17
2443,Unknown,Kentucky,Husband,3
2444,Unknown,Kentucky,Wife,2
2445,Unknown,Kentucky,Brother,1
2446,Unknown,Kentucky,Ex-Husband,1
2447,Unknown,Kentucky,Girlfriend,1
2448,Unknown,Kentucky,In-Law,1
2449,Unknown,Kentucky,Neighbor,1
2450,Unknown,Louisiana,Unknown,5835
2451,Unknown,Louisiana,Stranger,160
2452,Unknown,Louisiana,Acquaintance,48
2453,Unknown,Louisiana,Common-Law Wife,1
2454,Unknown,Louisiana,Husband,1
2455,Unknown,Louisiana,Son,1
2456,Unknown,Louisiana,Wife,1
2457,Unknown,Maine,Unknown,90
2458,Unknown,Maine,Daughter,1
2459,Unknown,Maine,Stranger,1
2460,Unknown,Maryland,Unknown,6731
2461,Unknown,Maryland,Stranger,195
2462,Unknown,Maryland,Acquaintance,75
2463,Unknown,Maryland,Girlfriend,2
2464,Unknown,Maryland,Boyfriend/Girlfriend,1
2465,Unknown,Massachusetts,Unknown,2098
2466,Unknown,Massachusetts,Stranger,75
2467,Unknown,Massachusetts,Acquaintance,28
2468,Unknown,Massachusetts,Boyfriend,2
2469,Unknown,Massachusetts,Neighbor,2
2470,Unknown,Massachusetts,Family,1
2471,Unknown,Massachusetts,Mother,1
2472,Unknown,Massachusetts,Son,1
2473,Unknown,Michigan,Unknown,8886
2474,Unknown,Michigan,Stranger,276
2475,Unknown,Michigan,Acquaintance,258
2476,Unknown,Michigan,Family,3
2477,Unknown,Michigan,Girlfriend,2
2478,Unknown,Michigan,Neighbor,2
2479,Unknown,Michigan,Boyfriend,1
2480,Unknown,Michigan,Boyfriend/Girlfriend,1
2481,Unknown,Michigan,Brother,1
2482,Unknown,Michigan,Friend,1
2483,Unknown,Michigan,Husband,1
2484,Unknown,Michigan,Mother,1
2485,Unknown,Michigan,Stepfather,1
2486,Unknown,Minnesota,Unknown,667
2487,Unknown,Minnesota,Stranger,21
2488,Unknown,Minnesota,Acquaintance,9
2489,Unknown,Mississippi,Unknown,1015
2490,Unknown,Mississippi,Stranger,17
2491,Unknown,Mississippi,Acquaintance,12
2492,Unknown,Mississippi,Family,1
2493,Unknown,Missouri,Unknown,5086
2494,Unknown,Missouri,Stranger,173
2495,Unknown,Missouri,Acquaintance,79
2496,Unknown,Missouri,Friend,4
2497,Unknown,Missouri,Neighbor,4
2498,Unknown,Missouri,Girlfriend,3
2499,Unknown,Missouri,Boyfriend,2
2500,Unknown,Missouri,Family,2
2501,Unknown,Missouri,Son,2
2502,Unknown,Missouri,Ex-Husband,1
2503,Unknown,Missouri,Wife,1
2504,Unknown,Montana,Unknown,42
2505,Unknown,Montana,Acquaintance,2
2506,Unknown,Nebraska,Unknown,216
2507,Unknown,Nebraska,Stranger,4
2508,Unknown,Nebraska,Acquaintance,1
2509,Unknown,Nevada,Unknown,1694
2510,Unknown,Nevada,Stranger,23
2511,Unknown,Nevada,Acquaintance,11
2512,Unknown,New Hampshire,Unknown,104
2513,Unknown,New Hampshire,Stranger,3
2514,Unknown,New Hampshire,Friend,1
2515,Unknown,New Jersey,Unknown,4756
2516,Unknown,New Jersey,Stranger,188
2517,Unknown,New Jersey,Acquaintance,93
2518,Unknown,New Jersey,Wife,7
2519,Unknown,New Jersey,Friend,6
2520,Unknown,New Jersey,Girlfriend,6
2521,Unknown,New Jersey,Boyfriend/Girlfriend,3
2522,Unknown,New Jersey,Daughter,3
2523,Unknown,New Jersey,Son,3
2524,Unknown,New Jersey,Brother,2
2525,Unknown,New Jersey,Family,2
2526,Unknown,New Jersey,Neighbor,2
2527,Unknown,New Jersey,Boyfriend,1
2528,Unknown,New Jersey,Common-Law Husband,1
2529,Unknown,New Jersey,In-Law,1
2530,Unknown,New Jersey,Stepson,1
2531,Unknown,New Mexico,Unknown,1050
2532,Unknown,New Mexico,Acquaintance,36
2533,Unknown,New Mexico,Stranger,23
2534,Unknown,New Mexico,Employee,1
2535,Unknown,New Mexico,Friend,1
2536,Unknown,New Mexico,Son,1
2537,Unknown,New York,Unknown,20717
2538,Unknown,New York,Stranger,1401
2539,Unknown,New York,Acquaintance,417
2540,Unknown,New York,Family,20
2541,Unknown,New York,Friend,20
2542,Unknown,New York,Daughter,9
2543,Unknown,New York,Girlfriend,5
2544,Unknown,New York,Son,5
2545,Unknown,New York,Boyfriend/Girlfriend,4
2546,Unknown,New York,Brother,4
2547,Unknown,New York,Husband,3
2548,Unknown,New York,Common-Law Husband,2
2549,Unknown,New York,Common-Law Wife,2
2550,Unknown,New York,Boyfriend,1
2551,Unknown,New York,Mother,1
2552,Unknown,New York,Neighbor,1
2553,Unknown,North Carolina,Unknown,3923
2554,Unknown,North Carolina,Stranger,57
2555,Unknown,North Carolina,Acquaintance,24
2556,Unknown,North Carolina,Friend,12
2557,Unknown,North Carolina,Wife,6
2558,Unknown,North Carolina,Brother,3
2559,Unknown,North Carolina,Family,3
2560,Unknown,North Carolina,Boyfriend,2
2561,Unknown,North Carolina,Girlfriend,2
2562,Unknown,North Carolina,Boyfriend/Girlfriend,1
2563,Unknown,North Carolina,Father,1
2564,Unknown,North Carolina,Husband,1
2565,Unknown,North Carolina,Neighbor,1
2566,Unknown,North Dakota,Unknown,18
2567,Unknown,North Dakota,Stranger,3
2568,Unknown,Ohio,Unknown,5218
2569,Unknown,Ohio,Stranger,159
2570,Unknown,Ohio,Acquaintance,40
2571,Unknown,Ohio,Family,5
2572,Unknown,Ohio,Friend,2
2573,Unknown,Ohio,Neighbor,2
2574,Unknown,Ohio,Daughter,1
2575,Unknown,Ohio,Ex-Wife,1
2576,Unknown,Ohio,Girlfriend,1
2577,Unknown,Oklahoma,Unknown,1473
2578,Unknown,Oklahoma,Stranger,14
2579,Unknown,Oklahoma,Acquaintance,2
2580,Unknown,Oklahoma,In-Law,1
2581,Unknown,Oregon,Unknown,710
2582,Unknown,Oregon,Stranger,18
2583,Unknown,Oregon,Acquaintance,7
2584,Unknown,Oregon,Boyfriend/Girlfriend,4
2585,Unknown,Oregon,Friend,1
2586,Unknown,Oregon,Son,1
2587,Unknown,Pennsylvania,Unknown,5663
2588,Unknown,Pennsylvania,Stranger,107
2589,Unknown,Pennsylvania,Acquaintance,33
2590,Unknown,Pennsylvania,Wife,2
2591,Unknown,Pennsylvania,Boyfriend/Girlfriend,1
2592,Unknown,Pennsylvania,Daughter,1
2593,Unknown,Pennsylvania,Friend,1
2594,Unknown,Pennsylvania,Husband,1
2595,Unknown,Pennsylvania,Son,1
2596,Unknown,Rhodes Island,Unknown,384
2597,Unknown,Rhodes Island,Acquaintance,5
2598,Unknown,Rhodes Island,Stranger,5
2599,Unknown,Rhodes Island,Friend,1
2600,Unknown,South Carolina,Unknown,1061
2601,Unknown,South Carolina,Stranger,19
2602,Unknown,South Dakota,Unknown,34
2603,Unknown,South Dakota,Stranger,2
2604,Unknown,Tennessee,Unknown,2284
2605,Unknown,Tennessee,Stranger,64
2606,Unknown,Tennessee,Acquaintance,16
2607,Unknown,Tennessee,Brother,1
2608,Unknown,Tennessee,Common-Law Wife,1
2609,Unknown,Tennessee,Friend,1
2610,Unknown,Tennessee,Husband,1
2611,Unknown,Tennessee,Neighbor,1
2612,Unknown,Texas,Unknown,14504
2613,Unknown,Texas,Stranger,120
2614,Unknown,Texas,Acquaintance,41
2615,Unknown,Texas,Boyfriend,2
2616,Unknown,Texas,Common-Law Husband,2
2617,Unknown,Texas,Friend,2
2618,Unknown,Texas,Girlfriend,2
2619,Unknown,Texas,Brother,1
2620,Unknown,Texas,Common-Law Wife,1
2621,Unknown,Texas,Family,1
2622,Unknown,Texas,Husband,1
2623,Unknown,Texas,In-Law,1
2624,Unknown,Texas,Son,1
2625,Unknown,Texas,Wife,1
2626,Unknown,Utah,Unknown,259
2627,Unknown,Utah,Stranger,21
2628,Unknown,Utah,Acquaintance,5
2629,Unknown,Vermont,Unknown,46
2630,Unknown,Vermont,Acquaintance,1
2631,Unknown,Vermont,Friend,1
2632,Unknown,Virginia,Unknown,3215
2633,Unknown,Virginia,Stranger,58
2634,Unknown,Virginia,Acquaintance,28
2635,Unknown,Virginia,Family,1
2636,Unknown,Virginia,Friend,1
2637,Unknown,Washington,Unknown,1667
2638,Unknown,Washington,Stranger,25
2639,Unknown,Washington,Acquaintance,11
2640,Unknown,West Virginia,Unknown,303
2641,Unknown,West Virginia,Stranger,10
2642,Unknown,West Virginia,Acquaintance,3
2643,Unknown,West Virginia,In-Law,2
2644,Unknown,Wisconsin,Unknown,1002
2645,Unknown,Wisconsin,Stranger,26
2646,Unknown,Wisconsin,Acquaintance,15
2647,Unknown,Wisconsin,Neighbor,2
2648,Unknown,Wisconsin,Friend,1
2649,Unknown,Wisconsin,Son,1
2650,Unknown,Wyoming,Unknown,60
2651,Unknown,Wyoming,Acquaintance,1
